Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;Last Trend
China Gansu;25575254;454300;139;0.5434941135;;;;;;;;;;;;;0.2045548971;0.2060795154;0.1985057674;0.1633393296;0.1120228355;0.0729562858;0.066021893;0.0710791334;0.0765772887;0.0698533443;0.0516743538;0.0352138328;0.0204111549;0.0165941949;0.0133235832;0.0086791295;0.0057013453;0.0038477048;0.0049197017;0.0059824007;0.0066700983;0.0069867697;0.0069382905;0.0068904795;0.006843323;0.0067968076;0.0067509202;0.0067056484;0.0066609797;0.0066169023;0.0065734044;0.0065304746;0.006488102;0.0196312791;0.0323915304;0.0469661315;0.0492282381;0.0375039104;0.0250679391;0.011285921;0.0096952669;0.0076101435;0.0090615666;0.0101069338;0.0107585521;0.0099164534;0.0069197313;0.0045024959;0.0026473797;0.0034156684;0.0039448498;0.0039773324;0.0035174655;0.0028031109;0.0023283045;0.0020898756;0.0020855171;0.0019839109;0.0017855765;0.0014909451;0.0011972775;0.00100173;0.0009037515;0.0009029355;0.0009021209;0.0008262918;0.0006756;0.0004501464;0.0002249466;0.0000749541;0;0;0;0;0;0
China Guangdong;104303132;180000;1571;1.5061867941;;;;;;;;0.4337138016;0.4049036157;0.3641344072;0.3309795281;0.2964648867;0.2604915809;0.2257990441;0.1941910957;0.1640765958;0.1368921364;0.1125813376;0.0931769367;0.0758924819;0.0603201754;0.0457464684;0.0349145843;0.0277356587;0.0239417454;0.0229233459;0.0215176893;0.019688572;0.0160691371;0.0119673331;0.0076614384;0.0040445719;0.0023868017;0.0020659327;0.0021852595;0.0023689462;0.0021988641;0.0017393531;0.0010539709;0.0006603933;0.0004432602;0.0004017865;0.0004222735;0.0003912324;0.0003396268;0.0003188956;0.0003342083;0.0003546619;0.000339166;0.0002825461;0.0004004745;0.0005695508;0.0008307572;0.0009688369;0.0009373162;0.0008596876;0.0008586331;0.0012861763;0.0021393111;0.0038381405;0.0053425893;0.0068283974;0.0069791263;0.006750077;0.0061143145;0.0059472107;0.006383739;0.00668778;0.0070577642;0.0067200748;0.0066206104;0.0061206529;0.005860066;0.0053789479;0.0046829244;0.0041601697;0.0038646996;0.0036837086;0.0035080565;0.0029513356;0.002560143;0.0022802689;0.0023283045;0.0025402177;0.0028026576;0.0029024761;0.0030544524;0.003192848
China Guangxi;46026629;236000;254;0.5518544493;;;;;;;;;;0.2056592541;0.189207115;0.18808786;0.1775277251;0.1594947149;0.1402737373;0.1193395888;0.112820158;0.0972860171;0.0852757142;0.0723025523;0.0650384366;0.0605933564;0.0546312794;0.047031367;0.0339463079;0.0252380608;0.0191492413;0.0180385467;0.0163363779;0.0139393984;0.0116155317;0.0086889137;0.0079248229;0.0071738159;0.0064355565;0.0060670124;0.0050453433;0.0037184223;0.0020886851;0.0011363655;0.0005041595;0.0001888753;0.0001888396;0.0001888039;0.0001887683;0.0001887327;0.0001886971;0.0001886615;0.0001886259;0.0001885903;0.0001885547;0.0001885192;0.0001884837;0.0001884481;0.0001884126;0.0001883771;0.0001883417;0.0002824194;0.0004704777;0.0007523045;0.000924295;0.0008925015;0.0006572465;0.0003283534;0.0001093912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Guizhou;34746468;176000;146;0.4201865928;;;;;;;;;;;;;;;0.2886063847;0.2254292778;0.1771933818;0.1644047573;0.1413850362;0.1248917964;0.1137809489;0.1159577793;0.112377846;0.1008070541;0.0826197073;0.0568974953;0.0371710289;0.0232286699;0.0167523109;0.0118126328;0.0064978078;0.0030520183;0.001361393;0.0002360439;0.0002359882;0.0002359325;0.0002358769;0.0002358213;0.0002357657;0.0002357101;0.0002356545;0.000235599;0.0002355435;0.0002354881;0.0002354326;0.0002353772;0.0002353218;0.0002352665;0.0002352111;0.0002351558;0.0002351005;0.0002350453;0.00023499;0.0002349348;0.0002348796;0.0002348245;0.0002347694;-0.0003523816;-0.0009599102;-0.0015879134;-0.0016464833;-0.0011187346;-0.0005699632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Hainan;9171300;34000;168;1.8318013804;;;;;;;;;;;0.1748890285;0.1391976866;0.1129880548;0.113060754;0.1125221326;0.1191503496;0.1248800497;0.1292696866;0.1258199257;0.1033601756;0.0836447283;0.0642007116;0.0605563811;0.0539437588;0.0479642026;0.0377586582;0.0244316546;0.0151739936;0.0088481167;0.009011079;0.0091799528;0.0083562143;0.0065544219;0.0037552294;0.0012439382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Hebei;71854202;187700;328;0.4564799147;;;;;;;;;;;;0.3959072887;0.2991325925;0.2100348274;0.151635058;0.113823386;0.1033969861;0.1034265024;0.111755513;0.1125531173;0.1031348166;0.0933240135;0.0781408282;0.0713912185;0.0658940369;0.0606256067;0.0540702202;0.0425682038;0.0322030237;0.0214959468;0.0127682438;0.0081673333;0.004653198;0.0039448498;0.003201917;0.0033740948;0.0029629954;0.0033950278;0.004179169;0.0050587743;0.0050763052;0.0035935008;0.0019455568;0.0003875484;0.0001366774;0.0001366587;0.00013664;0.0001366214;0.0001366027;0.000136584;0.0001365654;0.0001365467;0.0001365281;0.0001365095;0.0001364908;0.0001364722;0.0001364536;0.000136435;0.0001364163;0.0001363977;0.0001363791;0.0001363605;0.0001902952;0.000298135;0.0004598055;0.0006213536;0.0007287942;0.0007821672;0.0007815559;0.0007809455;0.0009751352;0.0013633297;0.0022027992;0.0030388609;0.0035478706;0.0034756268;0.0027185102;0.0018615122;0.0010330412;0.0005911504;0.0003822033;0.0002778164;0.0002777392;0.0002776621;0.000277585;0.000277508;0.000277431;0.0002772387
China Heilongjiang;38312224;454000;861;2.2473245093;;;;;;;;;;;;0.2761464002;0.262865234;0.2666262017;0.2736165658;0.2632337107;0.2503887075;0.2374194551;0.2114157546;0.1719274844;0.1301117847;0.0950722348;0.0754933551;0.0655166947;0.0631600598;0.0555655096;0.0478974971;0.0403039638;0.0346503547;0.0293521024;0.0226842058;0.0179723581;0.0123075206;0.0084298304;0.0052058229;0.0026687237;0.0010519212;0.0004026385;0.0002603889;0.0001893043;0.0001892685;0.0001892327;0.0001891969;0.0001891611;0.0001891253;0.0002022168;0.0002284265;0.000267744;0.0003070419;0.0003331913;0.0003462005;0.0003388743;0.0003243489;0.0003026308;0.0002809262;0.0002664411;0.0002591681;0.0002591009;0.0002590338;0.0004099378;0.0005921859;0.0008057022;0.0008998381;0.0008428395;0.0007544328;0.0006347195;0.0006343168;0.0006339147;0.0006335131;0.0006331121;0.0006327115;0.0006323114;0.0006319118;0.0007497884;0.001156132;0.0037145216;0.0094217387;0.0178330184;0.0276155228;0.037886377;0.0456576464;0.0496184527;0.0491039174;0.0489824639;0.0542129756;0.0590298901;0.0618484388;0.0237812128
China Henan;94023567;167000;1276;1.3571065646;;;;;;;;;;;0.361914993;0.2907559404;0.2604285285;0.2276564946;0.2000813979;0.1749642676;0.1594838846;0.1431374235;0.1217933468;0.0992948006;0.0775198682;0.0615070162;0.0480457128;0.0387570449;0.0310030776;0.0264901992;0.0228961168;0.019930111;0.0171838574;0.0137394828;0.0106502623;0.0070410356;0.0045219932;0.0028430979;0.0018612086;0.0012988642;0.0008209244;0.0004756322;0.0002344852;0.0001625804;0.0001285332;0.000094496;0.0000718085;0.000060465;0.0000604613;0.0000604577;0.000060454;0.0000604504;0.0000604467;0.000060443;0.0000604394;0.0000613514;0.0000631787;0.0000659214;0.0000686637;0.00007049;0.0000714005;0.0000713954;0.0000713903;0.0000713852;0.0000713801;0.000071375;0.0000817768;0.0001025822;0.000133787;0.0001649845;0.0001912142;0.0002124756;0.0002287694;0.0002232805;0.0001905732;0.0001306592;0.0000653189;0.0000217706;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Hong Kong;7061200;1108;1017;14.4026511075;;;;;;;;;;;;;;;0.0982009736;0.1066819197;0.1157911811;0.1230816746;0.1180339887;0.1032503065;0.1066819197;0.1345927061;0.1625585271;0.1740548859;0.1434799235;0.0929115162;0.0546595361;0.0336273035;0.0300634486;0.0282374857;0.0329918656;0.0355256366;0.035117614;0.0340336234;0.035616393;0.0440020742;0.0544001829;0.0599862274;0.0568946479;0.0434928881;0.0292071292;0.0217518481;0.0188638222;0.0227858241;0.0241136891;0.0224298793;0.018333836;0.0170392049;0.0182351591;0.0235276438;0.0297944393;0.0332581569;0.0365253432;0.0366207666;0.0379506501;0.0407714065;0.043934123;0.0543409489;0.0708641853;0.1003396419;0.1238448974;0.141655978;0.144682081;0.1319677695;0.1181401641;0.1022954603;0.0993961877;0.0968861395;0.1055594415;0.1082292666;0.1018456121;0.0896277448;0.0729663543;0.0637121043;0.0534826999;0.0470183561;0.0397614581;0.0322946634;0.0286384866;0.0251249397;0.0231870071;0.0197606638;0.0159883882;0.0124066663;0.0086983069;0.0063537722;0.0043978989;0
China Hubei;57237740;185900;67803;118.4585554915;;;;;;;;0.4187608366;0.5024580471;0.5213581764;0.4650964868;0.3116356212;0.2724902949;0.25880158;0.2900907765;0.292606795;0.2474957994;0.2030844249;0.1570709775;0.1313195532;0.1091239673;0.091530492;0.0930844921;0.1063023712;0.1283667163;0.1379892762;0.1237337473;0.0926749281;0.0582630874;0.0369889966;0.0247118764;0.0177466577;0.0127306989;0.0096966724;0.0084883124;0.0080820825;0.0066359808;0.0060176672;0.0053328836;0.0058835741;0.0062446701;0.0060526449;0.0057085195;0.0047737167;0.0035672156;0.0025396359;0.0018546738;0.0016238447;0.0013597467;0.0010113606;0.0006800345;0.0004296002;0.0002755906;0.0001807984;0.0001155863;0.000083604;0.000062697;0.000049171;0.0000358523;0.0000227397;0.0000122914;0.000005531;0.0000034825;0.0000024582;0.000002407;0.0000023045;0.0000021509;0.0000019973;0.0000018948;0.0000018436;0.0000018436;0.0000018436;0.0000020997;0.0000026118;0.0000033799;0.0000037384;0.0000034311;0.0000024581;0.0000012291;0.0000004097;0;0;0;0;0;0;0;0
China Hunan;65683722;210000;1019;1.5513737178;;;;;;;;;;0.4734309234;0.4066484042;0.3373466274;0.2638875344;0.2097708811;0.1740548859;0.154827066;0.1350179062;0.1178629465;0.0972640062;0.079791094;0.0641662876;0.0523045574;0.0460432535;0.0402882877;0.035915227;0.0298291594;0.0226051601;0.0159788086;0.0097630521;0.0053675192;0.0026622532;0.0014911813;0.0014057173;0.0015686323;0.0016693689;0.0016261053;0.0012747523;0.0008418639;0.0004922069;0.0003073613;0.0003302432;0.0003146543;0.000240128;0.0001451549;0.0000682201;0.000029765;0.0000297641;0.0000297632;0.0000297623;0.0000297615;0.0000297606;0.0000297597;0.0000297588;0.0000297579;0.000029757;0.0000297561;0.0000297553;0.0000297544;0.0000297535;0.0000297526;0.0000297517;0.0000297508;0.00002975;0.0000297491;0.0000297482;0.0000297473;0.0000297464;0.0000297455;0.0000297446;0.0000297438;0.0000297429;0.000029742;0.0000297411;0.000027262;0.0000223047;0.0000148696;0.0000074346;0.0000024782;0;0;0;0;0;0;0;0;0;0
China Inner Mongolia;24706321;1183000;193;0.7811766066;;;;;;;;;;;;;0.1362193665;0.1384850195;0.149415729;0.1567321923;0.1513351608;0.1321395183;0.1142884286;0.0888057479;0.0745699318;0.0550650965;0.0457500349;0.0364228438;0.0319704795;0.0320515843;0.0348578369;0.0392898776;0.0368868792;0.0319418792;0.0238351234;0.017591562;0.0118155141;0.0062081818;0.0029331438;0.0007604568;0.000759879;0.000759302;0.0007587259;0.0007581507;0.0007575763;0.0007570028;0.0007564302;0.0007558584;0.0007552875;0.0007547175;0.0007541483;0.00075358;0.0007530126;0.000752446;0.0007518802;0.0007513153;0.0007507513;0.0007501881;0.0007496257;0.0007490642;0.0007485035;0.0007479437;0.0007473847;0.0007468265;0.0007462692;0.0007457127;0.000745157;0.0007446022;0.0007440481;0.0134348027;0.02859385;0.044940222;0.0503987325;0.0416347851;0.0375591641;0.0345332774;0.0449238016;0.0481945892;0.0414555278;0.0285185808;0.0133496944;0.0082252591;0.0079015886;0.0128699744;0.0170736604;0.0347604751;0.0678465365;0.0953220659;0.1081428891;0.0879472243;0.0510421216;0.0052083333
China Jiangsu;78659903;102600;653;0.8301561216;;;;;;;;;;;0.4178075267;0.3505240474;0.2942099019;0.2419596686;0.1977484174;0.165257268;0.1395793421;0.1215965259;0.106115697;0.0934136251;0.0816623286;0.0707788658;0.0616783638;0.0548292447;0.050849031;0.0461913678;0.0401031128;0.032055669;0.0234855238;0.0164272147;0.0104554019;0.0061939072;0.0028424253;0.0010009484;0.0003551005;0.0000990246;0.0000990148;0.000099005;0.0000989952;0.0000989854;0.0000989756;0.0000989658;0.000098956;0.0000989462;0.0000989364;0.0000989266;0.0000989169;0.0000989071;0.0000988973;0.0000988875;0.0000988777;0.000098868;0.0000988582;0.0000988484;0.0000988386;0.0000988289;0.0000988191;0.0000988093;0.0000987996;0.0000987898;0.0000987801;0.0000987703;0.0002879699;0.000666001;0.0012977547;0.0019936352;0.0024329785;0.0026164535;0.0024796275;0.0022779932;0.0020779333;0.0018146543;0.0015527997;0.0016783998;0.001819961;0.0020421232;0.0018317744;0.0012351743;0.0006887001;0.0001919202;0.0001918833;0.0001918465;0.0003036478;0.0003994026;0.0004791339;0.0004311688;0.0002713683;0
China Jiangxi;44567475;167000;937;2.1024300793;;;;;;;;;;0.4967314445;0.4125738917;0.3343881485;0.2835265671;0.2554956316;0.2223644036;0.1975454373;0.1725954786;0.1568559864;0.130350934;0.1036058646;0.0799469512;0.0635994575;0.054145012;0.0467597759;0.0431830117;0.0377633374;0.0314528824;0.0237440396;0.0160469054;0.0102690399;0.0057133686;0.0030865952;0.0013125737;0.000535858;0.000198275;0.0001189273;0.0001189131;0.000118899;0.0001188849;0.0001128421;0.0001007725;0.0000826775;0.0000645859;0.0000525258;0.0000464954;0.0000464932;0.0000464911;0.0000464889;0.0000464868;0.0000464846;0.0000464824;0.0000464803;0.0000464781;0.000046476;0.0000464738;0.0000464716;0.0000464695;0.0000464673;0.0000464652;0.000046463;0.0000464608;0.0000464587;0.0000553047;0.0000729968;0.0000995325;0.0001260637;0.0001437412;0.0001525669;0.0001525437;0.000139813;0.0001143794;0.0000762457;0.0000381192;0.0000127056;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Jilin;27462297;187400;102;0.3714183122;;;;;;;;;;;;;;;;0.2855462091;0.2927355106;0.2583180123;0.1907525466;0.136666433;0.1000781526;0.0764515183;0.0603717022;0.039989501;0.0274806836;0.0193080434;0.0189232696;0.0179898807;0.0145035433;0.0104926141;0.0072093681;0.005738894;0.0060090525;0.0064430392;0.0062526874;0.0054897957;0.0041633627;0.0028860329;0.001617692;0.0007769781;0.0003581021;0.0003579739;0.0003578458;0.0003577178;0.0003575899;0.0003574621;0.0003573343;0.0003572067;0.0003570791;0.0003569517;0.0003568243;0.000356697;0.0003565699;0.0003564428;0.0003563158;0.0003561888;0.000356062;0.0003559353;0.0003558086;0.0003556821;0.0003555556;0.0003554292;0.000355303;0.0003551768;0.0003550507;0.001211103;0.0029158692;0.0054555478;0.0079743443;0.0088103995;0.0079865196;0.0055342456;0.0031150171;0.0015198074;0.0007275378;0.0007270088;0.0007264807;0.0007259533;0.0007254267;0.0007249008;0.0007243757;0.0007238514;0.0007233278;0.0015040803;0.0030589651;0.0053755744;0.0068486955;0
China Liaoning;43746323;145900;145;0.3314564289;;;;;;;;;;;0.1846066144;0.1687440007;0.1614963437;0.1622234153;0.1514448379;0.1237626638;0.0974459363;0.0790621107;0.0727744871;0.0625335223;0.0492682046;0.036912531;0.0296915191;0.0255327014;0.0241136891;0.0222523073;0.018156231;0.012882233;0.0078712676;0.0051763624;0.0025202186;0.001230711;0.0005894491;0.0005891019;0.000588755;0.0005884086;0.0005880626;0.000587717;0.0005873718;0.000587027;0.0005866826;0.001561285;0.003500637;0.0054180744;0.006357328;0.0053487094;0.0033765252;0.0014338081;0.0004700354;0.0004698146;0.0004695939;0.0004693735;0.0004691533;0.0004689333;0.0004687135;0.0004684939;0.0004682745;0.0004680554;0.0004678364;0.0004676176;0.0007591911;0.0013413846;0.0020478287;0.0025880209;0.0026705608;0.0024612542;0.0032669498;0.0053595098;0.0087090949;0.0120127228;0.0147389793;0.0156542085;0.0148188514;0.0124120993;0.0090452379;0.0059704145;0.0039448498;0.0039231824;0.004247624;0.0045279767;0.0039800816;0.0030454997;0.0020228394;0.0012973;0.0008639317;0.0004314996;0.0001437298;0
China Macau;552300;29;45;8.1477457903;;;;;;;;;;;;;;;;;;;;;0.0024242602;0.0024183973;0.0024125628;0.0024067563;0.0024009777;0.0023952267;0.0023895033;0.0023838071;0.0023781381;0.0023724959;0.0023668805;0.0023612915;0.0023557289;0.0023501925;0.002344682;0.0023391973;0.0023337382;0.0023283045;0.002322896;0.0023175126;0.0023121542;0.0023068204;0.0023015112;0.0022962264;0.0022909658;0.0022857292;0.0022805165;0.0022753276;0.0022701622;0.0022650202;0.0022599014;0.0022548057;0.002249733;0.002244683;0.0022396557;0.0022346508;0.0095563961;0.0376288688;0.0757645639;0.1072962313;0.1149310513;0.1186219637;0.1087719798;0.1038766198;0.109307518;0.0964665102;0.0903766736;0.0827009271;0.078351468;0.0694574688;0.0551143215;0.0454818207;0.0384256026;0.0307724434;0.0254761862;0.0197783767;0.0133951116;0.011607359;0.0098785288;0.0078882905;0.0059517114;0.0037383829;0.0018604732;0.0006182383;0;0;0;
China Ningxia;6301350;66400;75;1.1902211431;;;;;;;;;;;;;;0.2073682014;0.1678262584;0.1235827149;0.1029743905;0.0900353442;0.083132919;0.0725891493;0.0616320802;0.0556045551;0.0573712634;0.0670286243;0.0759960397;0.0777113266;0.066826117;0.0475683861;0.0285185808;0.0137080852;0.0067172968;0.0030994394;0.0026490298;0.002201202;0.0019029582;0.0017528551;0.001749788;0.0017467315;0.0021781876;0.0030402088;0.0043272322;0.0056048756;0.0064367193;0.0068263348;0.0062202603;0.005063453;0.0033613919;0.001673646;0.0005563284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Qinghai;5626722;721200;18;0.3199020673;;;;;;;;;;;;;;;;;;;0.0847565675;0.0466351394;0.0194265469;0.0046839689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
China Shaanxi;37327378;205600;256;0.6858236868;;;;;;;;;;;0.3005698472;0.2494219292;0.2205013219;0.2024964079;0.1699842652;0.1473710398;0.1209646403;0.1090799444;0.0935482332;0.0777975972;0.0643509906;0.0522704333;0.0444954993;0.0347709806;0.026523385;0.0193527957;0.0152488665;0.0127553553;0.011849132;0.0113816331;0.0105760213;0.0083821758;0.0062574043;0.0042026062;0.0025132273;0.0011669779;0.0001569243;0.0001568997;0.0001568751;0.0001568504;0.0001568258;0.0001568013;0.0001567767;0.0001567521;0.0001567275;0.000156703;0.0001566784;0.0001566539;0.0001566293;0.0001566048;0.0001565803;0.0001565558;0.0001565313;0.0001565068;0.0001564823;0.0001564578;0.0001564333;0.0002562983;0.0004559163;0.0007550614;0.0012789274;0.0017017653;0.0020236191;0.0020208928;0.0020163651;0.0029021401;0.0037816268;0.0046590279;0.0044288063;0.0033080174;0.0021963673;0.0013132005;0.0013114782;0.0013097605;0.0013080473;0.0011976721;0.0009789537;0.0006521034;0.000325786;0.0001085364;0;0;0;0;0;0;0;0
China Shandong;95793065;153800;784;0.818430854;;;;;;;;;;0.4443718825;0.3363495471;0.2620649388;0.1989956534;0.1606372574;0.1279447833;0.1130222836;0.1063843045;0.1060178438;0.1074054781;0.1032667041;0.093029674;0.0765662649;0.0598929256;0.0462499286;0.0362534521;0.02863213;0.0236317909;0.01904067;0.0147145374;0.0100768392;0.0063771798;0.0338057974;0.0598089295;0.0846177258;0.0845073796;0.0534686579;0.0261449389;0.0017927764;0.0012592397;0.0007276822;0.0005948646;0.0005064017;0.0004621531;0.0003959613;0.0003298262;0.0002857426;0.0002636783;0.0002636088;0.0002635394;0.0002634699;0.0002634005;0.0002596752;0.0002522967;0.0002412678;0.0002302442;0.000222882;0.0002191781;0.0002373844;0.0002738301;0.0003284972;0.0005654202;0.0010749863;0.0016378283;0.0020179536;0.0019431849;0.0016856589;0.0014106703;0.0012818109;0.0012446922;0.0010272227;0.0008279792;0.0006651868;0.0007006013;0.0010230192;0.0012728945;0.0015042484;0.0015029565;0.0013399467;0.0013376525;0.0012642813;0.0013342258;0.0011731476;0.0008166895;0.0004966478;0.0002126981;0.0001063208;0.000035434;0
China Shanghai;23019148;6341;628;2.7281635272;;;;;;;;;0.3286094658;0.3101375783;0.2844904915;0.2718153185;0.2261665161;0.1924489637;0.1519555053;0.1244291055;0.1028670338;0.0882478392;0.0794293648;0.0651555383;0.0512146541;0.0359779315;0.0272218088;0.0206703228;0.0182850545;0.0174167727;0.0157781621;0.0152555205;0.0130712743;0.0105210117;0.0073768194;0.003819667;0.0022968017;0.0012061494;0.001246419;0.0012035464;0.0012846839;0.001324287;0.0013640059;0.0012390062;0.0009487481;0.0007004681;0.0004939493;0.0005759186;0.0007399191;0.0016003006;0.0024576248;0.0032294748;0.003307045;0.0026865549;0.0021102301;0.0015777705;0.0016963589;0.0033392133;0.0050082698;0.0067021462;0.0073981895;0.0070273953;0.0068151047;0.007679447;0.0108348184;0.0183438049;0.024715477;0.0288631457;0.0304480747;0.0296110078;0.0317727699;0.0342621614;0.0356656016;0.0324744945;0.0261390977;0.0205474429;0.0171982788;0.0147549584;0.0127622737;0.0101847777;0.0078261977;0.0064902496;0.0062817159;0.0073276394;0.0083533937;0.0126849398;0.0189358481;0.0254934488;0.0283195833;0.0245546423;0.0177381511;0.0096463023
China Shanxi;35712111;156300;194;0.5432330785;;;;;;;;;;;;;0.2096126216;0.1908022992;0.204483191;0.1910456267;0.1496224452;0.1144896836;0.092646226;0.0854365304;0.0757064431;0.0602003147;0.0421064072;0.0273349665;0.0164664386;0.0114612575;0.0083077414;0.00690036;0.0068463655;0.0071317322;0.0067669399;0.0056051518;0.0042991199;0.0031696118;0.0023680014;0.0019122052;0.0014819845;0.0010764278;0.0006719079;0.0004027657;0.0002683483;0.0002682763;0.0002682044;0.0002681325;0.0002680606;0.0002679888;0.000267917;0.0002678452;0.0002677735;0.0002677018;0.0002676302;0.0002675586;0.000267487;0.0002674155;0.000267344;0.0002672725;0.0002672011;0.0002671297;0.0002670584;0.0002669871;0.0002669158;0.0002668446;0.0002667734;0.0004517867;0.0008214289;0.0013749395;0.0019272394;0.0022928744;0.0024722067;0.00246611;0.0024600432;0.0024540062;0.0023971814;0.0022899165;0.0021325331;0.0019758437;0.0067255986;0.0161497815;0.029848894;0.0401197044;0.0416925214;0.0361472988;0.0251654761;0.0170470609;0.0137963626;0.0156844364;0.0221780606;0.0430107527
China Sichuan;80418200;485000;560;0.6963597793;;;;;;;;;;0.4060148775;0.3191743266;0.2687393992;0.2319439912;0.1944192506;0.1576889079;0.1231426735;0.1010912936;0.0869705009;0.0762297741;0.0692345067;0.0631716525;0.0574807052;0.0515170441;0.0448767542;0.039771588;0.0345876478;0.029656089;0.0261779426;0.0239412358;0.0232043379;0.0219008045;0.0189889055;0.0143447156;0.0098246014;0.0060250948;0.003747325;0.002536482;0.0026047026;0.0036989574;0.0043423554;0.004304204;0.0032774532;0.0019437949;0.0009044755;0.0003095496;0.0002965657;0.000270704;0.0002319737;0.0001932629;0.0001674578;0.0001545476;0.0001545237;0.0001544998;0.0001544759;0.0001544521;0.0001544282;0.0001544044;0.0001929645;0.0002700774;0.0003856984;0.0006039698;0.0008860305;0.0012315294;0.0015377563;0.0018936086;0.0020692144;0.0020654155;0.001909353;0.0016767074;0.0015466774;0.0014428408;0.0014410899;0.0015648315;0.0017131115;0.0021119442;0.002409656;0.0025046532;0.0023995373;0.0019450978;0.0014936561;0.0008948555;0.0004469275;0.0001488649;0;0;0;0;0
China Tianjin;12938224;11305;186;1.4376007093;;;;;;;;;;;0.1763489329;0.1426832888;0.1308068032;0.1610290973;0.1808612863;0.1716710059;0.1545514004;0.1134284228;0.0910719933;0.0731966767;0.0624977664;0.0626416703;0.0599201882;0.0669993091;0.063871411;0.0544623741;0.0398823021;0.0243208248;0.01802527;0.0148991599;0.0153531698;0.0145060942;0.013643945;0.0123036973;0.0105017879;0.008293209;0.0054823883;0.003216669;0.0013824972;0.0011936128;0.0009118018;0.0006305836;0.0004433815;0.0003498339;0.0003497115;0.0003495893;0.0003494671;0.000349345;0.000349223;0.0003491011;0.0003489793;0.0003488575;0.0003487359;0.0003486143;0.0003484928;0.0003483714;0.0003482501;0.0003481289;0.0003480077;0.0009268924;0.0020811767;0.0038043225;0.0055174507;0.0084181308;0.0118644711;0.0158082339;0.0196512139;0.0232383774;0.0265717934;0.0306558886;0.0320193591;0.0296997462;0.0235337283;0.0160752735;0.0111393472;0.0075334891;0.0060878485;0.0041871118;0.0026212545;0.0018433258;0.0021456062;0.0024465015;0.0027460213;0.0027410033;0.0027326807;0.0027997701;0.002941541;0.0026954178
China Tibet;3002166;1228400;1;0.033309284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China Xinjiang;21813334;1660400;76;0.3484107473;;;;;;;;;;;;;;0.1423119139;0.1387929263;0.1476400915;0.1472179321;0.1415917118;0.1213431528;0.1034125135;0.0881575847;0.086302109;0.0864267135;0.0886810922;0.0828683853;0.0736673103;0.0602783755;0.0510421216;0.0438253553;0.0347612737;0.0256918547;0.0136085703;0.0066893361;0.0010995069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
