Country/Region;Population;Area;Latest;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Switzerland Appenzell Outer Rhodes;55234;243;0.0714285714;0.1293199323;0.0007142857;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;5;6;7;8;9;10;11;13.8;17.6;21.4;25.2;28;31;32;37;38;38;40;41;48;50;49.2;46.4;43.6;40.8;39;37.5;38;32;33;32.3333333333;29.6666666667;28;21;19;17;17;17.3333333333;17.6666666667;17;16;15;14;12.5;13.6666666667;14.8333333333;16;15.3333333333;14.6666666667;14;14;13.1666666667;12.3333333333;11.125;10.75;10.375;9.5;8.125;6.75;5.375;4;3.9166666667;3.8333333333;3.75;3;2.5714285714;2.1428571429;2.0892857143;2.0357142857;1.9821428571;1.9285714286;1.875;1.8214285714;1.7678571429;1.7142857143;1.5357142857;1.3571428571;1.1785714286;1;0.9285714286;0.8571428571;0.7857142857;0.7142857143;0.6428571429;0.5714285714;0.5;0.4285714286;0.3571428571;0.2857142857;0.2142857143;0.1428571429;0.0714285714
Switzerland Argovia;677387;1404;19.2;2.8344210916;0.0157119476;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;6;7;9;12;12.6666666667;13.3333333333;14;17;18;27;31;37.6666666667;44.3333333333;50;61;94;109;156;187.3333333333;218.6666666667;227;249;301;322;332;364.3333333333;396.6666666667;429;432;448;474;458;459.6666666667;461.3333333333;486;494;469;473;486;475;457;425;413;380;351;334;327.3333333333;309.6666666667;285;257;238;215;202;186;177;182;181;170;165;152;137;126;121;118;115;108;97;89;80;75;74;70;66;65;55.6666666667;53.3333333333;52;52;53;50;46.75;43.5;41.25;35;33;32;28.8;27.6;26.7333333333;25.8666666667;25;26;20.5;21;20.75;20.5;20.25;20;20;20;19.2
Switzerland Basel City;194766;37;5.2222222222;2.6812802143;0.0053125353;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;8;15;21;24;28;33;49;72;91;99;120.5;139;160;177;212;255;276;332;346;377;413;428;438;469;483.5;474;489;506;494;484;470;433;424;398;367;340;324;292;272;271;241;217;198;164;157;138;130;121;101;90;82;77;63;53;49;42;39;34;31;29;30;30;32;34;30;29;28;29;27.3333333333;24.6666666667;20;20;19;18.3333333333;16.6666666667;16;14;11.2222222222;10.4444444444;9.6666666667;8.8888888889;7.1111111111;7;6.8888888889;6.7777777778;6;4.2;4.0666666667;3.9333333333;3.8;3;4.2777777778;5.5555555556;5.5833333333;5.6111111111;5.6388888889;5.6666666667;5.4444444444;5.2222222222
Switzerland Basel Country;288132;518;6;2.0823789097;0.0070921986;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;6;10.5;15;18;19;21;24;32;40;45;52;74;87;114;128;173.5;267;270;282;284;315;388;424;455;457;463;472;472;476;441;374;381;380;384;353;289;256;234;229;210;194;180;171;169;142;133;124;119;117;101;91;80;76.6666666667;68.3333333333;63;54;43;31;30;25.3333333333;22.6666666667;20;19;21;21;19;19.3333333333;19.1666666667;19;15.25;13.5;12.75;10;9.8333333334;9.6666666666;9.5;8.6666666667;5.8333333333;5;4.1666666667;3.3333333333;3;2.6666666667;2.5833333333;2.5;2.75;3;3.8333333333;4.6666666667;5;5.3333333333;5.6666666667;6;6.0333333333;6.0666666667;6.1;6.1333333333;6.1666666667;6
Switzerland Berne;1034977;5959;41;3.961440689;0.0213097713;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;5;6;11.5;17;22.6666666667;28.3333333333;34;46.7142857143;59.4285714286;72.1428571429;83.8571428571;96.5714285714;108.2857142857;119;153;187;270.5;360;395.3333333333;415.6666666667;436;485.2857142857;564.5714285714;587.8571428571;633.1428571429;669.4285714286;687.7142857143;703;698;716;721;696;688;693;703;696;662;675;657;652;643;630;614;580;512;480;480;462;440;394;357;335;319;289;273;266;263;252;242;214;193;192;183;176;161;139;124;117;118;113;107;102;90;85;81;70.5;67;67;63;60;56;53;49;46.5;42;39.5;36;32;49;48.5;47.5;46;45;45;42;40;37.3333333333;37.1666666667;37;39;41
Switzerland Friborg;318714;1671;14;4.3926529741;0.0119453925;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;4;6;6.6666666667;7.3333333333;8;11;13.5;16;22;29;36;39;43;57;82;105;138.3333333333;159.6666666667;194;215;241.5;277;287;340;385;402;432;432;439;439;443;471;467;463;474;463;477;427;413;404;382;388;365;357;342;318;311;300;266;250;228;225;195;187;181;165;167;163;148;136;117;113;109;101;101;96;92;93;89;94;84;73;67;54;50;46.6666666667;46.3333333333;45;37.6666666667;36.3333333333;33;29;27;18.5;16;15;14;13.5;13;11.8333333333;10.6666666667;10;11.3333333333;12.6666666667;13;13;16;15.5;15;14
Switzerland Geneva;499480;1771;20;4.0041643309;0.0038722168;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;8;9;10;13;14;17;25;38;40;55;74;107;147;217;331;413;533;679;833;1008;1167;1291;1389;1526;1624;1729;1886;1971;2056;2084;2179;2266;2290;2395;2429;2424;2409;2374;2419;2412;2303;2191;2037;1948;1775;1595;1477;1262;1105;1018;943;853;724;623;568;542;510;493;466;429;385;327;301;261;257;236;211;188;162;149;141;137;126;117;104;101;88;85;80;75;68;68;65;61;54;54;50;41;40;35;34;37;36.5;36;37;32;28;27;27;26.5;26;25;22;20
Switzerland Glarus;40403;685;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;8;10;11;12;14;16;20;25;29;31;32;39;40;41;40.5;40;40;41;42;42;39;36;34;32.3333333333;30.6666666667;24;24;29;42.5;41.5;41;52;49.5;48;49;50;49.5;50.6666666667;51.3333333333;53;51;43;29;29;29;16.5;16.5;16.4285714286;14.8571428571;12.2857142857;11.2142857143;10.1428571429;9.5714285714;8;7.3333333333;6.6666666667;6;6;6;5.8333333333;5.6666666667;5.5714285714;5.1428571429;4.7142857143;4.2857142857;3.8571428571;3.4285714286;3;2.6666666667;2.3333333333;2;1.5;1;0.6666666667;0.3333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Switzerland Grisons;198379;7105;0.7142857143;0.3600611528;0.0008626639;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;203;250;280;307;323;381;413;450;479;504;515;527;572;465;431;403;395;369;355;313;296;276;253;236;225;211.5;164;145;134;120;99;104;105;95;82;64;62;54;54;53.5;54;52;45.5;40;39;32.3333333333;29.6666666667;23;21;21;18;17.25;14.5;13.75;12;9;8.6666666667;8.3333333333;7.5;7.3333333334;7.1666666666;7;7;6.3333333333;5.6666666667;5.75;5.75;5.75;5.75;4;3.9761904762;3.9523809524;3.9285714286;3.9047619047;3.880952381;3.8571428571;3;2.6666666667;2.3333333333;2;1.75;1.5;1.25;1;0.8571428571;0.7142857143
Switzerland Jura;73419;88;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;4;4.5;5;6;7;8.6666666667;10.3333333333;11;16;17;18;24;27;30;32;39.5;49;55;62;73.3333333333;81.6666666667;88;97;101;108;103;111;113;113;107.5;100;99;95;89;82;79;68;64;56.5;56;45;43;40;39.5;38;33.5;31;24.5;22;17.1666666667;14.3333333333;13.5;13.1666666667;12.8333333333;12;9.5;9;7.6;7.2;6.3;5.4;5.5;5.3333333333;5.5;5.6666666667;5.5909090909;5.5151515151;5.4393939394;5.3636363636;4.9545454545;4.5454545455;4.0363636364;3.5272727273;3.0181818182;2.5090909091;2;2.1666666667;2.3333333333;2.1666666667;2.2424242424;2.3181818182;2.393939394;2.4696969697;2.5454545455;2.4545454545;2.3636363636;2.2727272727;2.1818181818;2.0909090909;2;1.5;1;0.8333333333;0.6666666667;0.5;0.3333333333;0.1666666667;0;0
Switzerland Lucerne;409557;1493;0.9090909091;0.2219693252;0.0012351779;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;78.5;92;108;130;155;203;226;250;284;313;334;345;368;336;343.5;357;360;347;341;304;299;289;273;251;237;229;214;195;177;158;154;148;136;134;121;112;100;99;94;94;88;91;95;96;81;79;72.5;63;61;56;53;46.5;44;40.5;38;29;23;15;15;18;20.5;21;23;22.5;20;19.75;19.5;19.25;19;19;18.0909090909;17.1818181818;16.2727272727;12.3636363636;9.4545454545;8.5454545455;3.6363636364;3.2272727273;2.8181818182;2.6590909091;2.5;2.25;2;1;0.9090909091
Switzerland Neuchâtel;176850;220;9.3333333333;5.2775421732;0.0126984127;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;8;9;13;18;24;27;31;37;46;59;68;73;92;113;138;166;176;182;192;220;234;243;253;257;269;272;285;288;274;255;255;252;247;238;244;233;246;248;236;237;210;197;192;191;186;181;171;158;139;142;117;101;93;84;84;77;68;64;58;55.5;55;48;47;45;42;45;45;45;42;40;36.4;31.8;29.2;29.1;29;28;26;23;19.3333333333;13.6666666667;13;12.3333333333;10.6666666667;9;8.9333333333;8.8666666667;8.8;8.65;8.5;7.75;6;7;7.6666666667;8.3333333333;9;9.6666666667;10.3333333333;10;9.6666666667;9.3333333333
Switzerland Nidwalden;43223;276;0.1428571429;0.3305118638;0.0011520737;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;6;7;8;10;12;18;25;28;33;36;39;42;40;43;48;48;51;53;58;55;51;51;47;47;47;45;49;48;46;48;45;41.5;35;33;30.5;28;28;25.25;22.5;21.75;16;13.25;9.5;6.75;6;6;6;6;6.5;6.2857142857;5.5714285714;5.6071428571;5.6428571429;5.6785714286;5.7142857143;5.75;6;6.25;6.5;6.5;7;8;9;9.2142857143;9.4285714286;9.2142857143;9;8.7857142857;8.5714285714;8.3571428571;7.9285714286;7.5;7.0714285714;6.6428571429;5.7142857143;3.7857142857;1.8571428571;1.4285714286;1;0.9285714286;0.8571428571;0.7857142857;0.7142857143;0.6428571429;0.5714285714;0.5;0.4285714286;0.3571428571;0.2857142857;0.2142857143;0.1428571429
Switzerland Obwalden;37841;491;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;25;26;27;30;36;39;42;45;46;47;50;55;56.3333333333;57.6666666667;35;34.5;34;32;25.4;22.8;20.2;17.6;17;16.5;14;10;9;8;7;6.8333333333;6.6666666667;6;8.6;9.5333333333;10.4666666667;11.4;14;13.6666666667;13.3333333333;12.5;12.3333333334;12.1666666666;12;11.7333333334;11.4666666666;11.2;8.2666666667;7;5.7333333333;4.4666666667;1.5333333333;1.4333333333;1.3333333334;1.2333333333;1.1333333333;1.0333333334;0.9333333333;0.9333333333;2.8666666667;2.8;2.7333333333;2.6666666667;2.6;2.5333333333;2.4666666667;2.4;2.3333333333;2.2666666667;2.2;2.1333333333;2.0666666667;2;0;0;0;0;0;0;0;0;0
Switzerland Schaffhausen;81991;298;0.3793103448;0.4626243671;0.0048013968;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;8;12;17;28;30;32;34;34;35;36;39;40;40;42;37.5;35;30.6666666667;20.3333333333;19;18;16.6666666667;16.3333333333;16;16;15;16;15.6666666667;14.3333333333;13.5;13;12.8333333333;12.6666666667;13;13;13;13;13;17;16;15;15.3333333333;15.6666666667;15.5;15;14.6428571429;14.2857142857;13.4285714286;12.5714285714;12.0476190476;11.5238095238;11;6.6666666667;6.3333333333;6;5.0344827586;4.0689655172;3.6034482759;3.1379310345;3.0295566502;2.921182266;2.8128078817;2.7044334976;2.5960591133;2.4876847291;2.3793103448;1.7471264367;1.1149425288;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4482758621;0.4137931034;0.3793103448
Switzerland Schwyz;159165;908;0.5;0.3141394151;0.0016233766;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;6;6.4285714286;6.8571428571;7.2857142857;7.7142857143;8.1428571429;8.5714285714;9;11;13;22.3333333333;30.6666666667;38;47.3333333333;53.6666666667;62.5714285714;71.4761904762;80.380952381;89.2857142857;93.8571428571;98.4285714286;110;111;115;112.6666666667;108.3333333333;105;104.6666666667;105.3333333333;99;91.6666666667;90.3333333333;88;94;106;96;127;123;119.5;118;115;110;101;99;98;94;91;86;70;69;38;42;39.5;37;37.5;37;37;37;36.5;33;29.2;23.4;22.6;21.8;19;13.2;12.4;11.6;8.3;5;4.0357142857;3.0714285714;2.6071428571;2.1428571429;1.9785714286;1.8142857143;1.65;1.4857142857;1.3214285714;1.1571428571;0.9928571429;0.8285714286;0.6642857143;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
Switzerland Solothurn;273194;791;6;2.1962414987;0.0134529148;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;65;74.6666666667;84.3333333333;94;103;128;140;156;172;188;191;194;213;224;171;174.3333333333;172.6666666667;166;160;147;141;137;133;125;128;129;113;116;113;103;97;96;95;92;93;82;73;65;61;58;55;45;40;39;43;43;43;35;31;31;32.3333333333;35.6666666667;38;38;39;37;37;36.6666666667;32.3333333333;32;32;33;33;32.1428571429;27.9523809524;23.7619047619;19.5714285714;18.7142857143;16.8571428571;15;13.6;12.5333333333;11.4666666667;10.4;9;9;7;6.8571428571;6.7142857143;6.5714285714;6.4285714286;6.2857142857;6.1428571429;6
Switzerland St. Gallen;507697;2026;2.8571428571;0.5627653614;0.0035229875;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;15;21.4;27.8;34.2;40.6;47;60;84;96;125;154;183;198;226;265;284.6;311.2;330.8;348.4;347;353;370;382;377;359;347;357;350;324;326;302;284;268;270;262;225;213;195;190;179;161;146;132;113;112;112;110;111;100;100;95;90.6666666667;86.3333333333;82;75.5;70;59;53;46;39;34;27;26.3333333333;22.6666666667;15;14.3333333333;13.6666666667;13;13;13;12.1428571429;9.2857142857;8.4285714286;7.5714285714;6.7142857143;5.8571428571;5.6666666667;5.4761904762;5.2857142857;4.4285714286;3.5714285714;2.7142857143;2.3571428571;2;2.1428571428;2.2857142857;2.4285714285;2.5714285715;2.7142857143;2.8571428572;3;2.8571428571
Switzerland Thurgovia;276472;991;3.1666666667;1.1453842222;0.0082465278;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;23;32;37;50;57;76;82;87;96;110;116;133;137;132;132;135;143;149;152;138;138;134;140;145;147;140;147;144;142;136;129;123;124;120;116;118;104;98;94;85;75;68.5;65;60;56;45;35;36;36;33;33;20.6666666667;16.3333333333;16;15.4;15.3;15.2;14.6;13;12;11.125;9.25;7.375;6.5;5.625;5.0833333333;4.5416666667;4;3.7666666667;3.5333333333;3.3;3.0666666667;2.8333333333;2;3.875;3.8611111111;3.8472222222;3.8333333333;3.8194444444;3.8055555556;3.7916666667;3.7777777778;3.7222222222;3.6666666667;3.5;3.3333333333;3.1666666667
Switzerland Ticino;353343;2812;7;1.9810778762;0.0021103407;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;4;8;13;25;28;41;49;61;74;107;162;205;262;287;360;416;498;613;821;875;896;1101;1134;1246;1238;1482;1462;1544;1594;1665;1684;1633;1528;1526;1563;1384;1390;1305;1313;1088;1091;1032;938;821;732;682;600;552;524;512;466;430;392;345;324;292;269;264;264;257;241;231;203;180;174;156;147;136;118;104;99;94;81;65.5;61;55;49;47;47;42;48;47;44.5;40;38;38;37;34.5;34;34;31;30.25;29.5;28.75;15;12.1428571429;11.7857142857;11.4285714286;10.5714285714;8.7142857143;7.8571428571;7
Switzerland Uri;36433;1077;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;5;7;9.5;12;17;22;25;31.5;36;38;46;48;51;55;54;53;52.5;54;50;45.5;43;40.5;35;34;27;27;25;21.1538461538;19.3076923077;18.4615384615;16.6153846154;12.7692307692;11.9230769231;11.5769230769;11.2307692308;7.3846153846;6.5384615385;5.6923076923;4.8461538462;3;5;6.8461538462;7.1923076923;7.5384615385;8.3846153846;10.2307692308;11.0769230769;11.9230769231;12.1025641025;12.2820512821;12.4615384615;12.4188034188;12.376068376;12.3333333333;9.4444444444;7.5555555556;7.1666666667;6.7777777778;5.8888888889;4;3;2;1.6666666667;1.3333333333;1;0.8888888889;0.7777777778;0.6666666667;0.5555555556;0.4444444444;0.3333333333;0.2222222222;0.1111111111;0;0;0;0;0;0;0;0;0;0;0;0;0
Switzerland Valais;343955;5224;19;5.5239784274;0.009664293;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;4;5;6;7;12;17;22;30;53;75;97;113;169;222;308;343;429;488;523;611;706;763;821;892;919;940;972;986;970;985;949;920;898;871;810;780;728;663;640;615;540;500;445;410;379;355;347;298;266;237;224;204;183;172;173;157;153;143;128;122;117;108;103;100;86;80;76;75;64;53.5;42;37;41;41;39.5;32;31;28.5;27;24.3333333333;23.6666666667;23;21;23.5;24;23;14.6666666667;12.3333333333;12.5;14;14;14.5;15;17.6666666667;18.8333333333;20;23;21;20;19
Switzerland Vaud;799145;3212;24;3.0032096803;0.0043923865;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;29;39;50;129;202;274;367;472;560;788;1029;1290;1499;1731;1843;1935;2230;2416;2535;2666;2807;2831;2827;2809;2725;2613;2537;2431;2384;2321;2133;1949;1848;1740;1554;1463;1415;1247;1155;1053;948;845;791;763;677;628;558;492;467;440;411;385;340;304;287;269;260;254;230;209;206;180;168;162;157.5;143;130;124;117;107;99;95;92;85;71;68;59;58;56.5;54.5;47;41;38;37;37;37;34;32;30;31;31;27;26;25.5;27;26;24
Switzerland Zug;126837;239;4.7333333333;3.7318237843;0.0228663446;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;3;10;10.5;11;11.6666666667;12.3333333333;13;16.5;20;28;32;35;45;50;56.3333333333;55.6666666667;61.5;69;75.3333333333;81.6666666667;88;90;92;85;92;94;90;93;89.6666666667;86.3333333333;85;82;78;74;67.6666666667;62.8333333333;58;57;46.3333333333;40.6666666667;34;28;26;23.5;19;15;13;12;12.3333333333;13.6666666667;15;15.3333333333;16.3333333334;17.3333333333;17.25;15.5;14.75;14.5;15;14.5;14;12.5;12;10.3333333333;8.6666666667;7.6666666667;7.3333333333;8;8.75;9.5;9.5357142857;9.5714285714;8.8571428571;8.6428571429;8.4285714286;8.2142857143;8;8.6666666667;8.4;8.1333333333;7.2;5.2666666667;4.3333333333;3.4;3.180952381;2.9619047619;2.7428571429;2.5238095238;2.3047619047;2.0857142857;1.8666666667;0.9333333333;0.9333333333;2.8666666667;4.8;4.7333333333
Switzerland Zurich;1520968;1729;41;2.6956517165;0.0112452002;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;7;10;13;15;23;29;34;40;49;62;101;138;161;212;243;316;416;553;656;682;891;944;1024;1159;1267;1360;1464;1483;1483;1533;1518;1568;1621;1717;1536;1507;1532;1467;1415;1380;1293;1277;1262;1153;1112;970;841;736;742;739;641;583;528;448;437;410;396;397;365;347;323;313;277;254;240;231;206;199;180;154;154;141;128;105;99;88;90;88;90;78;66;57;49;46;44;41;45;42;42;47;48;46.6666666667;43.3333333333;40;40;47;51;53;52.75;51.5;46.25;44;41
Syria;17500658;183630;42;0.2399909763;0.256097561;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;6;7;8;8;8;10;12;14;15;16;17;18;19;17;17;17;17;17.3333333333;17.6666666667;17;19;19.5;21;20.5;20;20.5;21;20.2;19.4;18.6;17.8;16.6666666667;15.5333333333;14.4;10.6;8.3;6;5.7;5.4;4.1;2.8;2.8;3.6;4.4;4.4;4.4;4.4;4.4;4.4;5.2;6;6.8;13.6;13.6;13.6;13.6;12.8;12;22.8;38.6;58.4;73.2;73.5;73;72.25;71.5;64.75;64.8;64.9333333333;65.0666666667;65.2;65.5;55;55;38;25;30.5;42
Taiwan;23816775;35410;1.1428571429;0.0047985386;0.002579813;;;1;1;3;3;4;5;8;8.5;9;10;10.25;10.5;10.75;11;12.5;15;13.5;14;14;13.2857142857;10.5714285714;10.3571428571;10.1428571429;9.4285714286;9.4642857143;9.5;11.25;11.5;9.5;8;9.5;10;10;11.7142857143;12.4285714286;13.1428571429;13.8571428571;14.5714285714;19.2857142857;20;19;19.5;20;20;19;18.5;18;16.5;16;16;16;16;14;19;26;35;57;64;90;107.5;123;148.5;168;187;203;217;230;239;239;245;229;231;213;202;194;178;161;144;128;115;102;90;87;72;66;57;49;43;57;49;49;47;47;46;44;41.4285714286;36.8571428571;36.2857142857;35.7142857143;35.1428571429;34.5714285714;34;16;16;13.5;13;13;12.0666666667;11.1333333333;10.7714285714;10.4095238096;10.0476190476;9.6857142857;9.3238095238;8.9619047619;8.6;4.6666666667;2.7333333333;2.3;1.8666666667;0.9333333333;0.9333333333;1.0095238096;1.0857142857;1.1619047619;1.2380952381;1.3142857143;1.3904761904;1.4666666667;1.7333333333;2;2.2666666667;2.2;2.1333333333;2.0666666667;2;1.8571428571;1.7142857143;1.5714285714;1.4285714286;1.2857142857;1.1428571429
Tajikistan;9537645;139960;1271;13.3261407821;0.2629292511;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;45.5;74;126;227;288;371;449;510;592;616.5;640;708;778;878;1072.5;1246;1396;1499;1643;1761;1889;2029;2126;2292.5;2439;2537;2623;2656;2568;2485;2406;2284;2164;2051;1939;1819;1715;1600;1509;1424;1339;1271
